MemberID,PlayDate,Course,HolesPlayed,Score,TeeTime
157,15/04/2024,West Course,9,78,Morning
157,31/07/2023,West Course,18,76,Morning
157,03/05/2024,East Course,18,77,Morning
157,23/08/2024,East Course,9,72,Afternoon
157,28/05/2023,West Course,18,92,Afternoon
157,02/01/2024,West Course,9,89,Morning
157,18/09/2023,East Course,18,104,Afternoon
157,09/07/2023,West Course,18,77,Afternoon
157,26/01/2024,West Course,18,99,Afternoon
157,16/10/2024,East Course,18,78,Afternoon
157,31/05/2024,West Course,9,93,Afternoon
157,04/04/2023,West Course,9,84,Afternoon
157,11/10/2024,East Course,18,84,Morning
157,08/03/2024,East Course,18,97,Morning
157,07/11/2024,West Course,18,73,Morning
157,09/08/2024,East Course,18,82,Morning
157,21/08/2023,East Course,18,86,Morning
157,29/01/2023,West Course,9,84,Morning
157,08/05/2024,East Course,18,99,Afternoon
157,14/08/2024,West Course,18,87,Morning
157,10/11/2023,East Course,9,93,Morning
157,26/02/2023,East Course,18,74,Afternoon
157,23/03/2024,East Course,9,87,Afternoon
157,28/12/2023,West Course,9,98,Afternoon
157,10/04/2023,West Course,9,99,Morning
157,19/01/2023,East Course,18,103,Afternoon
158,09/07/2024,West Course,18,101,Morning
158,31/10/2023,West Course,9,91,Morning
158,29/05/2023,East Course,9,105,Afternoon
158,30/08/2024,East Course,18,102,Afternoon
158,23/08/2024,East Course,9,82,Afternoon
158,07/08/2024,East Course,9,98,Morning
158,04/01/2024,West Course,9,76,Morning
158,09/01/2024,West Course,18,88,Morning
158,24/06/2023,East Course,9,80,Morning
158,17/08/2024,East Course,9,72,Afternoon
158,04/05/2024,West Course,9,95,Afternoon
158,10/09/2024,East Course,9,70,Afternoon
158,05/01/2024,West Course,9,78,Afternoon
158,20/06/2023,West Course,18,81,Morning
158,17/02/2024,East Course,18,90,Morning
158,23/04/2024,East Course,9,71,Morning
158,23/04/2023,East Course,18,83,Morning
158,20/04/2024,West Course,18,96,Afternoon
158,08/09/2024,West Course,9,97,Morning
158,23/08/2024,West Course,9,95,Morning
158,17/01/2023,West Course,9,81,Afternoon
158,31/03/2024,East Course,9,81,Morning
158,23/12/2023,West Course,18,92,Afternoon
158,31/08/2024,West Course,18,101,Morning
158,30/10/2023,East Course,18,83,Afternoon
158,12/12/2023,West Course,9,90,Afternoon
158,26/03/2024,West Course,18,78,Afternoon
158,22/01/2023,West Course,9,71,Morning
158,14/10/2023,East Course,9,70,Afternoon
158,31/07/2024,West Course,9,78,Afternoon
158,10/10/2023,West Course,18,71,Afternoon
159,28/09/2023,East Course,9,84,Afternoon
159,06/01/2023,West Course,9,84,Afternoon
159,09/06/2023,East Course,18,83,Morning
159,28/06/2023,East Course,9,80,Morning
159,02/06/2023,West Course,9,78,Morning
159,11/05/2023,West Course,18,103,Afternoon
159,23/10/2024,East Course,18,76,Afternoon
159,14/07/2024,West Course,9,101,Morning
159,25/09/2023,East Course,9,85,Afternoon
159,11/05/2024,West Course,18,70,Morning
159,04/01/2023,East Course,18,87,Morning
159,07/09/2023,West Course,9,103,Morning
159,31/07/2024,West Course,9,95,Afternoon
159,21/08/2024,East Course,18,80,Afternoon
159,26/01/2024,East Course,9,72,Morning
159,27/07/2023,West Course,9,96,Afternoon
159,08/04/2023,East Course,18,74,Afternoon
159,16/07/2023,East Course,9,90,Morning
159,09/03/2024,East Course,18,96,Afternoon
159,10/06/2024,West Course,18,76,Morning
159,28/09/2024,West Course,9,94,Afternoon
159,31/10/2024,East Course,18,98,Morning
159,09/08/2023,East Course,9,80,Morning
159,14/03/2024,East Course,18,103,Morning
159,11/02/2023,West Course,18,95,Morning
159,15/08/2024,West Course,18,91,Afternoon
159,13/10/2024,West Course,18,99,Afternoon
159,02/05/2024,East Course,9,77,Afternoon
159,24/11/2023,West Course,9,90,Afternoon
159,18/09/2024,West Course,18,80,Afternoon
159,25/03/2023,East Course,9,82,Afternoon
159,07/06/2024,East Course,18,93,Afternoon
159,04/03/2023,West Course,9,86,Afternoon
159,31/03/2023,East Course,9,105,Morning
159,25/02/2023,West Course,18,87,Morning
159,08/01/2023,East Course,9,101,Afternoon
159,06/12/2023,West Course,9,83,Afternoon
159,14/10/2023,East Course,18,86,Afternoon
159,30/06/2024,West Course,9,96,Afternoon
159,20/03/2023,West Course,9,90,Morning
159,31/10/2024,West Course,18,87,Morning
159,13/01/2024,East Course,9,86,Morning
160,04/06/2023,West Course,18,79,Afternoon
160,11/09/2024,East Course,18,75,Afternoon
160,26/03/2024,West Course,18,89,Morning
160,22/04/2024,East Course,9,81,Afternoon
160,26/07/2023,East Course,9,102,Afternoon
160,15/03/2024,West Course,18,71,Afternoon
160,28/07/2023,East Course,18,93,Afternoon
160,07/03/2023,East Course,9,99,Afternoon
160,29/08/2024,West Course,9,104,Morning
160,12/06/2024,East Course,18,98,Morning
160,09/09/2024,West Course,18,94,Afternoon
160,27/09/2023,West Course,18,100,Afternoon
160,20/03/2024,East Course,9,89,Morning
160,07/12/2023,East Course,18,86,Afternoon
160,04/06/2024,East Course,9,72,Afternoon
160,06/10/2024,West Course,9,100,Afternoon
160,30/11/2023,West Course,9,90,Morning
160,13/08/2023,West Course,9,88,Afternoon
160,28/12/2023,East Course,9,74,Morning
160,03/05/2023,West Course,9,94,Morning
160,30/06/2023,East Course,9,71,Afternoon
160,19/05/2024,East Course,9,76,Morning
160,05/10/2023,East Course,18,95,Morning
160,24/11/2024,West Course,18,80,Afternoon
160,27/03/2024,West Course,18,70,Afternoon
160,12/02/2023,West Course,9,82,Afternoon
160,03/05/2024,West Course,9,82,Afternoon
160,18/12/2023,East Course,9,105,Afternoon
160,13/07/2023,West Course,9,100,Afternoon
160,18/09/2023,East Course,18,77,Morning
160,21/02/2023,West Course,18,89,Morning
160,11/12/2023,West Course,9,78,Afternoon
160,28/10/2023,West Course,9,105,Afternoon
160,31/01/2024,East Course,9,88,Afternoon
160,23/02/2024,West Course,9,80,Afternoon
160,10/08/2023,West Course,9,86,Afternoon
160,24/11/2024,East Course,18,97,Morning
160,01/08/2023,East Course,9,99,Morning
160,25/12/2023,East Course,18,96,Morning
160,22/01/2024,West Course,9,88,Afternoon
160,02/10/2023,West Course,18,76,Afternoon
160,20/08/2023,East Course,9,102,Afternoon
160,28/06/2024,East Course,18,81,Morning
160,25/07/2024,East Course,18,88,Morning
160,15/09/2024,West Course,9,79,Afternoon
161,31/12/2023,East Course,9,94,Afternoon
161,18/08/2024,West Course,18,99,Afternoon
161,13/06/2023,West Course,18,83,Afternoon
161,17/01/2024,East Course,9,96,Morning
161,05/09/2023,East Course,18,85,Afternoon
161,27/11/2023,East Course,18,89,Morning
161,30/03/2024,East Course,9,89,Afternoon
161,05/11/2024,West Course,18,96,Afternoon
161,24/10/2023,West Course,9,91,Morning
161,04/08/2024,East Course,9,86,Morning
161,22/04/2024,West Course,18,85,Afternoon
161,03/10/2023,West Course,18,92,Morning
161,24/06/2024,East Course,18,103,Morning
161,16/11/2023,East Course,9,85,Morning
161,08/02/2024,West Course,18,91,Morning
161,05/02/2024,East Course,9,83,Morning
161,16/09/2023,West Course,18,77,Morning
161,03/04/2023,East Course,18,78,Morning
161,11/06/2023,West Course,9,91,Morning
161,10/04/2024,East Course,9,88,Morning
161,09/03/2023,West Course,18,86,Afternoon
161,09/06/2023,East Course,18,99,Morning
161,12/10/2024,East Course,18,87,Afternoon
161,28/05/2023,West Course,9,84,Morning
161,07/05/2023,East Course,18,77,Morning
161,03/08/2024,West Course,18,97,Morning
161,01/09/2023,East Course,9,95,Morning
161,04/09/2023,East Course,18,82,Morning
161,09/02/2024,West Course,9,99,Morning
161,19/06/2024,East Course,18,105,Morning
161,16/11/2024,West Course,9,96,Afternoon
161,14/06/2024,West Course,9,75,Morning
161,26/04/2023,East Course,18,90,Afternoon
161,20/09/2023,West Course,9,105,Afternoon
161,15/02/2024,West Course,9,105,Morning
161,30/11/2023,East Course,18,99,Morning
162,22/05/2023,East Course,9,83,Morning
162,22/10/2024,West Course,18,100,Morning
162,02/07/2024,East Course,18,98,Afternoon
162,15/11/2023,West Course,18,102,Morning
162,09/03/2023,West Course,18,70,Afternoon
162,09/08/2024,East Course,9,79,Morning
162,14/02/2024,West Course,9,101,Morning
162,14/01/2023,West Course,18,95,Afternoon
162,13/04/2023,West Course,9,98,Afternoon
162,11/02/2023,East Course,9,84,Morning
162,17/07/2024,West Course,18,94,Morning
162,06/04/2023,West Course,9,75,Afternoon
162,03/03/2023,West Course,9,81,Afternoon
162,29/07/2023,East Course,18,93,Morning
162,12/02/2023,West Course,18,71,Morning
162,20/03/2023,West Course,18,96,Afternoon
162,09/03/2023,West Course,9,98,Morning
162,15/10/2024,East Course,18,91,Morning
162,15/10/2023,East Course,18,86,Afternoon
162,04/07/2024,West Course,9,87,Afternoon
162,30/10/2023,West Course,9,75,Afternoon
162,06/07/2023,West Course,9,73,Morning
162,10/03/2023,West Course,9,91,Morning
162,18/02/2024,West Course,18,71,Afternoon
162,12/11/2023,East Course,9,101,Afternoon
162,23/10/2023,West Course,18,97,Morning
162,31/03/2024,East Course,18,85,Afternoon
162,10/10/2024,West Course,18,101,Morning
162,15/01/2023,West Course,18,77,Morning
162,24/01/2024,East Course,18,96,Afternoon
162,23/06/2023,East Course,18,74,Afternoon
162,29/04/2023,East Course,18,85,Morning
162,09/04/2024,East Course,18,71,Morning
162,13/03/2024,East Course,18,98,Morning
162,07/10/2024,West Course,18,76,Afternoon
162,01/03/2024,West Course,9,71,Afternoon
162,03/01/2024,West Course,18,75,Afternoon
162,16/10/2023,West Course,18,92,Afternoon
162,03/12/2023,East Course,18,89,Afternoon
162,30/11/2023,West Course,9,97,Afternoon
162,19/06/2023,East Course,9,74,Morning
162,07/12/2023,West Course,18,104,Afternoon
162,19/11/2024,East Course,9,82,Morning
162,24/10/2024,East Course,18,86,Morning
162,31/03/2023,East Course,9,75,Afternoon
163,19/02/2023,West Course,18,86,Morning
163,25/07/2023,East Course,18,71,Morning
163,21/10/2024,East Course,9,71,Afternoon
163,10/05/2024,East Course,9,104,Morning
163,17/12/2023,East Course,9,85,Morning
163,03/06/2023,East Course,18,90,Afternoon
163,16/03/2024,West Course,18,89,Afternoon
163,06/01/2024,West Course,18,78,Morning
163,02/04/2024,West Course,9,93,Afternoon
163,08/06/2023,East Course,18,87,Morning
163,22/09/2024,East Course,9,104,Afternoon
163,04/10/2024,East Course,18,105,Afternoon
163,04/02/2024,West Course,9,87,Afternoon
163,24/11/2024,West Course,18,78,Morning
163,22/04/2024,East Course,18,88,Morning
163,03/09/2024,East Course,9,98,Afternoon
163,01/07/2023,East Course,9,105,Afternoon
163,01/12/2023,East Course,18,98,Morning
163,04/04/2023,East Course,18,90,Afternoon
163,11/10/2023,West Course,9,75,Afternoon
163,17/06/2023,West Course,18,85,Afternoon
163,01/10/2023,West Course,18,85,Morning
163,18/01/2023,West Course,18,89,Afternoon
163,15/04/2024,West Course,9,104,Afternoon
163,25/02/2024,West Course,9,76,Morning
163,23/08/2023,East Course,18,83,Afternoon
163,21/08/2024,West Course,18,101,Afternoon
163,14/06/2023,East Course,9,75,Morning
163,23/09/2023,West Course,18,86,Morning
163,03/01/2023,West Course,18,90,Morning
163,26/05/2023,West Course,18,85,Morning
163,10/07/2024,West Course,9,88,Morning
163,21/05/2024,East Course,9,96,Morning
163,18/06/2023,West Course,9,83,Afternoon
163,16/03/2023,West Course,18,94,Afternoon
163,14/12/2023,East Course,9,79,Morning
163,09/10/2024,East Course,9,75,Morning
163,10/02/2024,East Course,9,87,Afternoon
164,16/12/2023,West Course,9,92,Afternoon
164,06/01/2023,East Course,9,92,Morning
164,12/07/2023,East Course,9,71,Morning
164,23/06/2024,West Course,18,105,Morning
164,23/12/2023,West Course,9,73,Afternoon
164,03/06/2024,East Course,18,91,Afternoon
164,30/10/2024,East Course,18,98,Afternoon
164,08/09/2024,East Course,9,97,Afternoon
164,04/05/2024,West Course,9,97,Afternoon
164,30/06/2023,East Course,9,96,Morning
164,10/03/2023,East Course,9,73,Morning
164,12/08/2024,West Course,9,103,Afternoon
164,12/01/2024,East Course,9,84,Afternoon
164,28/09/2024,East Course,18,84,Morning
164,10/11/2024,West Course,18,104,Morning
164,07/07/2023,East Course,18,105,Afternoon
164,10/06/2024,East Course,9,95,Afternoon
164,05/03/2023,East Course,18,82,Afternoon
164,21/09/2024,West Course,18,74,Morning
164,13/11/2023,East Course,9,104,Morning
164,04/09/2024,West Course,9,72,Morning
164,17/01/2023,West Course,9,82,Morning
164,07/11/2024,West Course,9,78,Morning
164,17/05/2024,West Course,9,84,Morning
164,01/06/2023,East Course,18,103,Morning
164,09/09/2024,West Course,18,102,Afternoon
164,09/01/2023,West Course,9,90,Afternoon
164,14/04/2024,East Course,18,86,Morning
164,27/05/2024,West Course,9,78,Morning
164,22/03/2023,West Course,9,90,Morning
164,10/04/2023,West Course,18,71,Morning
164,21/04/2024,West Course,9,96,Morning
164,23/10/2024,East Course,18,79,Morning
164,16/04/2024,East Course,18,94,Morning
164,26/11/2024,West Course,18,104,Morning
164,14/02/2023,East Course,9,72,Morning
164,22/06/2024,West Course,18,94,Morning
165,05/02/2023,West Course,9,71,Afternoon
165,12/12/2023,West Course,18,75,Afternoon
165,11/11/2024,West Course,18,104,Afternoon
165,24/11/2023,East Course,18,87,Afternoon
165,08/04/2024,West Course,18,96,Afternoon
165,22/03/2024,East Course,18,92,Morning
165,13/06/2024,West Course,18,88,Morning
165,20/03/2023,East Course,9,80,Afternoon
165,02/06/2024,West Course,18,102,Afternoon
165,23/11/2024,East Course,9,74,Morning
165,28/05/2023,West Course,9,77,Afternoon
165,01/09/2024,East Course,18,105,Afternoon
165,08/03/2024,East Course,9,101,Morning
165,27/02/2023,East Course,18,76,Morning
165,09/09/2023,West Course,18,99,Morning
165,17/05/2024,East Course,18,81,Morning
165,29/07/2024,East Course,18,96,Morning
165,24/04/2024,East Course,18,101,Afternoon
165,23/12/2023,East Course,18,82,Morning
165,27/08/2024,East Course,9,74,Morning
165,18/04/2024,West Course,18,77,Morning
165,23/02/2023,West Course,18,85,Afternoon
165,30/09/2024,West Course,18,74,Afternoon
165,17/04/2024,West Course,18,99,Morning
165,03/03/2023,West Course,9,104,Morning
165,29/01/2024,West Course,9,89,Morning
165,21/12/2023,West Course,18,85,Morning
165,19/02/2023,West Course,18,87,Morning
165,07/08/2024,East Course,18,82,Morning
165,24/06/2023,West Course,18,83,Morning
165,28/05/2023,West Course,9,91,Afternoon
165,12/12/2023,East Course,9,93,Morning
165,06/07/2023,East Course,18,100,Morning
165,15/07/2023,West Course,9,81,Afternoon
165,10/12/2023,West Course,9,102,Morning
165,27/02/2023,East Course,18,94,Morning
165,26/07/2024,West Course,18,73,Afternoon
165,23/05/2024,West Course,18,104,Afternoon
165,22/08/2023,East Course,9,97,Afternoon
165,12/12/2023,East Course,18,78,Morning
165,10/03/2023,West Course,9,92,Afternoon
165,24/06/2023,East Course,18,105,Morning
165,12/10/2023,East Course,9,87,Morning
165,07/11/2023,West Course,9,85,Afternoon
165,27/11/2024,East Course,18,96,Morning
165,22/09/2024,West Course,18,94,Morning
165,06/07/2023,West Course,9,105,Morning
165,29/11/2023,East Course,18,104,Afternoon
166,27/07/2023,West Course,9,95,Afternoon
166,08/09/2023,West Course,18,73,Afternoon
166,10/10/2024,East Course,9,80,Morning
166,01/09/2024,East Course,18,70,Afternoon
166,10/04/2023,East Course,18,81,Afternoon
166,15/11/2024,East Course,18,72,Afternoon
166,22/11/2024,West Course,9,103,Morning
166,12/11/2023,West Course,9,96,Morning
166,11/05/2024,West Course,18,99,Afternoon
166,27/09/2024,West Course,9,75,Morning
166,10/08/2024,East Course,18,92,Afternoon
166,20/10/2023,West Course,9,79,Morning
166,10/07/2023,West Course,18,96,Afternoon
166,11/12/2023,East Course,9,88,Afternoon
166,12/04/2024,East Course,9,104,Morning
166,28/06/2024,East Course,9,90,Morning
166,03/08/2023,West Course,9,83,Morning
166,06/04/2024,East Course,18,92,Afternoon
166,23/08/2023,West Course,18,90,Afternoon
166,15/08/2024,East Course,18,74,Morning
166,20/01/2024,West Course,18,94,Morning
166,12/03/2024,East Course,18,89,Morning
166,01/11/2023,West Course,18,99,Afternoon
166,03/02/2023,West Course,18,73,Afternoon
166,15/05/2024,East Course,18,82,Morning
166,29/01/2023,West Course,9,82,Afternoon
166,19/03/2023,West Course,18,92,Afternoon
166,22/03/2024,East Course,18,98,Morning
166,04/08/2023,West Course,18,103,Afternoon
166,21/02/2024,West Course,9,76,Afternoon
166,22/10/2023,West Course,18,91,Morning
166,16/11/2023,West Course,9,81,Afternoon
166,11/08/2024,East Course,9,89,Afternoon
166,30/11/2024,East Course,9,90,Afternoon
166,10/05/2023,West Course,9,94,Afternoon
166,24/10/2024,West Course,18,75,Morning
166,04/09/2023,West Course,9,86,Afternoon
166,05/03/2024,East Course,9,70,Afternoon
166,27/05/2023,West Course,18,75,Morning
166,22/08/2023,West Course,9,70,Afternoon
166,20/07/2023,West Course,9,73,Morning
166,30/05/2023,East Course,18,75,Morning
166,01/05/2024,East Course,18,88,Afternoon
166,04/07/2024,East Course,18,101,Afternoon
166,23/08/2023,West Course,9,73,Afternoon
167,05/04/2023,East Course,18,98,Morning
167,10/08/2023,East Course,9,93,Afternoon
167,23/10/2024,West Course,9,74,Morning
167,16/06/2023,West Course,9,86,Afternoon
167,08/07/2023,West Course,9,96,Morning
167,20/11/2024,West Course,18,76,Morning
167,09/09/2024,East Course,18,94,Afternoon
167,28/02/2024,East Course,9,101,Morning
167,24/10/2024,East Course,9,78,Morning
167,21/09/2024,East Course,18,87,Afternoon
167,03/01/2024,East Course,18,80,Afternoon
167,24/05/2023,East Course,18,72,Morning
167,23/01/2024,East Course,9,92,Afternoon
167,05/05/2024,East Course,9,82,Morning
167,26/10/2023,East Course,9,70,Morning
167,19/05/2023,East Course,9,93,Afternoon
167,01/12/2023,West Course,9,101,Afternoon
167,24/07/2024,West Course,18,97,Afternoon
167,30/05/2023,West Course,9,91,Afternoon
167,29/06/2024,East Course,9,82,Afternoon
167,03/02/2024,West Course,18,92,Afternoon
167,18/05/2024,East Course,18,73,Morning
167,25/11/2023,West Course,9,80,Afternoon
167,01/09/2023,West Course,9,102,Morning
167,07/09/2023,West Course,9,74,Afternoon
167,30/07/2023,East Course,9,82,Afternoon
167,15/02/2023,West Course,9,103,Morning
167,01/07/2024,West Course,18,101,Morning
167,10/01/2024,West Course,9,80,Afternoon
167,28/04/2023,East Course,18,94,Morning
167,20/02/2023,West Course,9,98,Morning
167,02/03/2023,East Course,9,71,Morning
167,24/12/2023,East Course,18,90,Morning
167,20/07/2024,East Course,9,91,Afternoon
167,14/10/2023,West Course,9,74,Afternoon
167,23/08/2024,East Course,18,76,Afternoon
167,30/08/2023,West Course,18,70,Morning
167,18/09/2023,East Course,18,85,Afternoon
167,08/02/2024,East Course,18,79,Morning
167,11/09/2023,West Course,18,102,Afternoon
168,08/11/2024,East Course,18,90,Afternoon
168,16/12/2023,West Course,9,71,Afternoon
168,25/06/2024,East Course,18,88,Afternoon
168,28/08/2023,East Course,9,86,Morning
168,05/11/2024,East Course,9,74,Morning
168,24/03/2023,West Course,18,95,Morning
168,04/12/2023,East Course,9,74,Morning
168,23/10/2023,West Course,9,89,Morning
168,30/05/2023,East Course,9,73,Afternoon
168,21/02/2023,West Course,18,71,Afternoon
168,15/07/2023,East Course,18,96,Afternoon
168,26/04/2024,West Course,9,99,Afternoon
168,07/08/2023,West Course,9,88,Afternoon
168,13/05/2023,East Course,9,101,Afternoon
168,01/06/2024,West Course,18,80,Afternoon
168,18/03/2024,East Course,9,88,Morning
168,13/04/2024,East Course,9,83,Afternoon
168,02/01/2023,East Course,18,92,Afternoon
168,07/04/2024,West Course,18,85,Afternoon
168,08/01/2024,West Course,18,102,Morning
168,23/01/2024,East Course,18,91,Morning
168,25/09/2024,West Course,9,74,Afternoon
168,21/10/2024,East Course,18,86,Afternoon
168,02/06/2023,West Course,9,71,Afternoon
168,02/11/2024,East Course,9,83,Morning
168,08/04/2024,East Course,18,74,Afternoon
168,29/04/2023,East Course,9,74,Morning
168,17/03/2024,West Course,18,72,Afternoon
168,17/10/2023,East Course,9,80,Afternoon
168,26/02/2024,East Course,18,105,Morning
168,28/01/2023,West Course,18,102,Afternoon
168,05/03/2024,West Course,9,73,Afternoon
168,14/09/2023,West Course,9,103,Morning
168,29/09/2024,West Course,9,79,Morning
168,02/03/2024,West Course,18,90,Afternoon
168,12/11/2024,East Course,18,76,Morning
169,23/07/2024,East Course,9,81,Morning
169,10/03/2024,East Course,9,82,Afternoon
169,28/09/2024,East Course,9,97,Afternoon
169,23/06/2024,East Course,9,75,Afternoon
169,08/02/2023,East Course,18,89,Afternoon
169,24/04/2024,East Course,9,74,Afternoon
169,16/04/2023,East Course,18,103,Afternoon
169,28/11/2024,West Course,9,72,Morning
169,23/11/2024,West Course,9,76,Afternoon
169,11/11/2024,West Course,9,102,Afternoon
169,07/09/2023,East Course,9,92,Afternoon
169,08/02/2023,East Course,9,83,Afternoon
169,28/08/2023,East Course,18,94,Afternoon
169,03/09/2024,East Course,18,92,Morning
169,18/01/2024,East Course,18,85,Morning
169,06/07/2023,East Course,18,73,Afternoon
169,22/11/2024,East Course,18,81,Morning
169,13/01/2023,East Course,18,79,Afternoon
169,02/01/2024,West Course,18,73,Afternoon
169,23/07/2023,West Course,9,102,Morning
169,17/08/2024,West Course,9,70,Afternoon
169,21/03/2024,East Course,9,79,Morning
169,18/10/2023,East Course,9,79,Afternoon
169,06/02/2023,East Course,9,99,Morning
169,02/10/2023,East Course,9,104,Morning
169,01/05/2024,East Course,18,84,Morning
169,14/09/2023,East Course,9,101,Afternoon
169,25/12/2023,East Course,18,78,Morning
169,28/08/2023,West Course,9,79,Morning
169,13/11/2023,West Course,18,99,Afternoon
169,29/03/2024,East Course,18,89,Morning
169,22/05/2024,East Course,9,70,Morning
169,29/06/2023,East Course,9,90,Afternoon
169,27/09/2024,East Course,9,71,Afternoon
169,28/11/2023,West Course,9,76,Afternoon
169,23/05/2024,West Course,9,71,Afternoon
169,22/10/2024,East Course,18,87,Afternoon
169,08/01/2023,West Course,9,77,Afternoon
170,09/10/2023,East Course,18,88,Afternoon
170,31/08/2024,East Course,18,104,Afternoon
170,23/07/2024,West Course,9,73,Afternoon
170,27/09/2023,East Course,18,105,Afternoon
170,26/03/2024,West Course,18,85,Afternoon
170,10/03/2023,West Course,18,98,Afternoon
170,14/01/2024,East Course,9,78,Morning
170,28/08/2023,West Course,9,74,Afternoon
170,25/07/2023,East Course,9,86,Afternoon
170,03/08/2024,East Course,9,80,Afternoon
170,13/11/2023,West Course,18,101,Morning
170,08/05/2024,West Course,18,90,Afternoon
170,13/01/2024,East Course,18,104,Afternoon
170,25/05/2023,East Course,18,74,Afternoon
170,30/01/2023,West Course,9,76,Afternoon
170,11/08/2023,East Course,18,98,Morning
170,15/11/2024,East Course,9,82,Morning
170,23/12/2023,East Course,18,94,Morning
170,04/07/2023,West Course,18,75,Morning
170,13/02/2023,West Course,9,94,Afternoon
170,28/07/2024,West Course,9,78,Morning
170,26/10/2023,East Course,18,77,Afternoon
170,08/06/2024,East Course,18,71,Morning
170,24/07/2023,East Course,9,102,Morning
170,25/10/2023,West Course,9,105,Afternoon
170,18/09/2023,West Course,18,80,Morning
170,17/10/2023,West Course,9,78,Afternoon
170,04/10/2023,East Course,18,75,Afternoon
170,16/08/2023,East Course,9,71,Morning
170,01/11/2023,East Course,9,81,Morning
170,17/01/2024,East Course,9,73,Morning
170,05/10/2023,East Course,18,103,Morning
170,05/10/2024,West Course,18,82,Morning
170,09/05/2023,East Course,18,72,Afternoon
170,28/07/2024,West Course,18,101,Afternoon
170,25/09/2023,East Course,9,91,Morning
170,06/01/2024,East Course,9,91,Morning
170,03/11/2023,East Course,9,88,Morning
170,19/01/2024,West Course,9,85,Morning
170,30/09/2024,West Course,9,95,Morning
170,15/08/2023,West Course,18,74,Afternoon
170,03/02/2024,East Course,18,89,Afternoon
170,24/09/2023,East Course,18,85,Morning
170,21/07/2023,East Course,18,90,Morning
170,29/07/2023,East Course,9,73,Afternoon
170,14/01/2024,East Course,18,99,Afternoon
170,29/01/2024,West Course,18,77,Morning
170,17/06/2024,West Course,9,104,Afternoon
170,21/10/2023,East Course,9,86,Morning
170,10/07/2024,West Course,9,80,Afternoon
171,04/01/2024,West Course,9,81,Morning
171,18/07/2023,West Course,18,73,Afternoon
171,01/08/2024,West Course,9,75,Afternoon
171,24/01/2024,East Course,9,80,Morning
171,03/10/2023,East Course,9,89,Afternoon
171,02/05/2024,East Course,18,96,Morning
171,31/10/2024,East Course,18,104,Afternoon
171,04/07/2024,West Course,9,87,Afternoon
171,19/01/2024,West Course,18,72,Afternoon
171,08/07/2024,East Course,9,101,Morning
171,07/03/2024,East Course,9,104,Afternoon
171,23/03/2023,West Course,9,70,Afternoon
171,15/06/2023,East Course,18,80,Morning
171,13/08/2023,East Course,18,99,Afternoon
171,15/04/2024,West Course,9,72,Afternoon
171,04/03/2023,West Course,18,88,Morning
171,18/11/2024,East Course,18,101,Morning
171,30/11/2023,West Course,9,81,Morning
171,16/09/2023,West Course,18,70,Afternoon
171,05/10/2023,West Course,9,73,Morning
171,16/01/2023,East Course,9,74,Morning
171,14/10/2024,West Course,18,77,Morning
171,09/10/2023,East Course,18,88,Afternoon
171,31/12/2023,West Course,18,75,Morning
171,29/06/2023,West Course,9,83,Afternoon
171,07/12/2023,West Course,9,94,Morning
171,09/07/2023,West Course,18,73,Afternoon
171,02/10/2023,West Course,9,100,Morning
171,03/07/2023,East Course,9,91,Morning
171,30/09/2023,East Course,18,100,Afternoon
171,17/10/2023,East Course,9,102,Afternoon
171,20/08/2024,West Course,9,93,Morning
171,18/06/2023,West Course,18,95,Afternoon
171,19/11/2024,East Course,18,84,Afternoon
171,25/11/2024,West Course,18,104,Afternoon
171,10/06/2024,East Course,9,90,Morning
171,03/10/2023,West Course,9,99,Afternoon
171,01/02/2023,West Course,18,84,Morning
171,25/01/2023,West Course,9,102,Morning
171,18/04/2023,West Course,18,82,Morning
171,16/04/2023,East Course,9,98,Afternoon
171,21/06/2024,West Course,9,101,Afternoon
171,05/05/2024,East Course,9,77,Afternoon
171,09/09/2023,East Course,18,73,Morning
171,14/10/2024,East Course,18,83,Afternoon
171,07/05/2024,East Course,9,99,Afternoon
171,20/05/2023,West Course,9,99,Afternoon
171,24/06/2024,West Course,9,72,Morning
171,28/04/2023,East Course,9,97,Morning
171,16/11/2023,East Course,18,73,Afternoon
171,08/02/2023,East Course,18,79,Afternoon
171,27/01/2023,West Course,18,71,Afternoon
171,15/05/2023,West Course,18,102,Afternoon
171,28/11/2023,East Course,9,80,Morning
172,14/05/2024,East Course,18,98,Afternoon
172,11/09/2023,East Course,9,83,Afternoon
172,19/06/2023,West Course,18,82,Morning
172,18/05/2024,East Course,9,70,Afternoon
172,22/04/2023,East Course,18,98,Afternoon
172,13/11/2024,West Course,18,92,Morning
172,20/05/2023,West Course,18,88,Afternoon
172,21/03/2024,East Course,9,85,Morning
172,05/10/2023,East Course,18,91,Afternoon
172,24/05/2023,East Course,18,73,Morning
172,23/11/2023,West Course,18,77,Morning
172,01/12/2023,West Course,18,91,Morning
172,11/03/2023,West Course,18,75,Morning
172,20/07/2023,East Course,9,83,Afternoon
172,06/08/2023,West Course,18,75,Afternoon
172,01/11/2024,West Course,18,83,Afternoon
172,14/06/2023,East Course,18,102,Morning
172,19/04/2023,West Course,18,101,Afternoon
172,20/04/2024,East Course,9,83,Afternoon
172,05/05/2023,West Course,9,73,Afternoon
172,19/10/2023,East Course,18,99,Afternoon
172,11/04/2024,East Course,18,81,Morning
